"REF_DATE","GEO","DGUID","Age","Sex","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016/2017","Prince Edward Island","2016A000211","5 years","Males","Number","223","units ","0","v66461882","3.4.2","738","","","","0"
"2016/2017","Prince Edward Island","2016A000211","5 years","Females","Number","223","units ","0","v66461883","3.4.3","723","","","","0"
"2016/2017","Prince Edward Island","2016A000211","6 years","Total, sex","Number","223","units ","0","v66461884","3.5.1","1476","","","","0"
"2016/2017","Prince Edward Island","2016A000211","6 years","Males","Number","223","units ","0","v66461885","3.5.2","750","","","","0"
"2016/2017","Prince Edward Island","2016A000211","6 years","Females","Number","223","units ","0","v66461886","3.5.3","729","","","","0"
"2016/2017","Prince Edward Island","2016A000211","7 years","Total, sex","Number","223","units ","0","v66461887","3.6.1","1521","","","","0"
"2016/2017","Prince Edward Island","2016A000211","7 years","Males","Number","223","units ","0","v66461888","3.6.2","771","","","","0"
"2016/2017","Prince Edward Island","2016A000211","7 years","Females","Number","223","units ","0","v66461889","3.6.3","750","","","","0"
"2016/2017","Prince Edward Island","2016A000211","8 years","Total, sex","Number","223","units ","0","v66461890","3.7.1","1593","","","","0"
"2016/2017","Prince Edward Island","2016A000211","8 years","Males","Number","223","units ","0","v66461891","3.7.2","798","","","","0"
"2016/2017","Prince Edward Island","2016A000211","8 years","Females","Number","223","units ","0","v66461892","3.7.3","792","","","","0"
"2016/2017","Prince Edward Island","2016A000211","9 years","Total, sex","Number","223","units ","0","v66461893","3.8.1","1491","","","","0"
"2016/2017","Prince Edward Island","2016A000211","9 years","Males","Number","223","units ","0","v66461894","3.8.2","723","","","","0"
"2016/2017","Prince Edward Island","2016A000211","9 years","Females","Number","223","units ","0","v66461895","3.8.3","765","","","","0"
"2016/2017","Prince Edward Island","2016A000211","10 years","Total, sex","Number","223","units ","0","v66461896","3.9.1","1494","","","","0"
"2016/2017","Prince Edward Island","2016A000211","10 years","Males","Number","223","units ","0","v66461897","3.9.2","765","","","","0"
"2016/2017","Prince Edward Island","2016A000211","10 years","Females","Number","223","units ","0","v66461898","3.9.3","729","","","","0"
"2016/2017","Prince Edward Island","2016A000211","11 years","Total, sex","Number","223","units ","0","v66461899","3.10.1","1500","","","","0"
"2016/2017","Prince Edward Island","2016A000211","11 years","Males","Number","223","units ","0","v66461900","3.10.2","759","","","","0"
"2016/2017","Prince Edward Island","2016A000211","11 years","Females","Number","223","units ","0","v66461901","3.10.3","738","","","","0"
"2016/2017","Prince Edward Island","2016A000211","12 years","Total, sex","Number","223","units ","0","v66461902","3.11.1","1509","","","","0"
"2016/2017","Prince Edward Island","2016A000211","12 years","Males","Number","223","units ","0","v66461903","3.11.2","762","","","","0"
"2016/2017","Prince Edward Island","2016A000211","12 years","Females","Number","223","units ","0","v66461904","3.11.3","750","","","","0"
"2016/2017","Prince Edward Island","2016A000211","13 years","Total, sex","Number","223","units ","0","v66461905","3.12.1","1509","","","","0"
"2016/2017","Prince Edward Island","2016A000211","13 years","Males","Number","223","units ","0","v66461906","3.12.2","750","","","","0"
"2016/2017","Prince Edward Island","2016A000211","13 years","Females","Number","223","units ","0","v66461907","3.12.3","759","","","","0"
"2016/2017","Prince Edward Island","2016A000211","14 years","Total, sex","Number","223","units ","0","v66461908","3.13.1","1467","","","","0"
"2016/2017","Prince Edward Island","2016A000211","14 years","Males","Number","223","units ","0","v66461909","3.13.2","744","","","","0"
"2016/2017","Prince Edward Island","2016A000211","14 years","Females","Number","223","units ","0","v66461910","3.13.3","723","","","","0"
"2016/2017","Prince Edward Island","2016A000211","15 years","Total, sex","Number","223","units ","0","v66461911","3.14.1","1536","","","","0"
"2016/2017","Prince Edward Island","2016A000211","15 years","Males","Number","223","units ","0","v66461912","3.14.2","753","","","","0"
"2016/2017","Prince Edward Island","2016A000211","15 years","Females","Number","223","units ","0","v66461913","3.14.3","783","","","","0"
"2016/2017","Prince Edward Island","2016A000211","16 years","Total, sex","Number","223","units ","0","v66461914","3.15.1","1641","","","","0"
"2016/2017","Prince Edward Island","2016A000211","16 years","Males","Number","223","units ","0","v66461915","3.15.2","834","","","","0"
"2016/2017","Prince Edward Island","2016A000211","16 years","Females","Number","223","units ","0","v66461916","3.15.3","807","","","","0"
"2016/2017","Prince Edward Island","2016A000211","17 years","Total, sex","Number","223","units ","0","v66461917","3.16.1","1284","","","","0"
"2016/2017","Prince Edward Island","2016A000211","17 years","Males","Number","223","units ","0","v66461918","3.16.2","693","","","","0"
"2016/2017","Prince Edward Island","2016A000211","17 years","Females","Number","223","units ","0","v66461919","3.16.3","591","","","","0"
"2016/2017","Prince Edward Island","2016A000211","18 years","Total, sex","Number","223","units ","0","v66461920","3.17.1","165","","","","0"
"2016/2017","Prince Edward Island","2016A000211","18 years","Males","Number","223","units ","0","v66461921","3.17.2","105","","","","0"
"2016/2017","Prince Edward Island","2016A000211","18 years","Females","Number","223","units ","0","v66461922","3.17.3","60","","","","0"
"2016/2017","Prince Edward Island","2016A000211","19 years","Total, sex","Number","223","units ","0","v66461923","3.18.1","21","","","","0"
"2016/2017","Prince Edward Island","2016A000211","19 years","Males","Number","223","units ","0","v66461924","3.18.2","18","","","","0"
"2016/2017","Prince Edward Island","2016A000211","19 years","Females","Number","223","units ","0","v66461925","3.18.3","3","","","","0"
"2016/2017","Prince Edward Island","2016A000211","20 years","Total, sex","Number","223","units ","0","v66461926","3.19.1","3","","","","0"
"2016/2017","Prince Edward Island","2016A000211","20 years","Males","Number","223","units ","0","v66461927","3.19.2","3","","","","0"
"2016/2017","Prince Edward Island","2016A000211","20 years","Females","Number","223","units ","0","v66461928","3.19.3","0","","","","0"
"2016/2017","Prince Edward Island","2016A000211","21 years and over","Total, sex","Number","223","units ","0","v109758652","3.20.1","0","","","","0"
"2016/2017","Prince Edward Island","2016A000211","21 years and over","Males","Number","223","units ","0","v109758653","3.20.2","0","","","","0"
"2016/2017","Prince Edward Island","2016A000211","21 years and over","Females","Number","223","units ","0","v109758654","3.20.3","0","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Age unknown","Total, sex","Number","223","units ","0","v1001849108","3.21.1","0","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Age unknown","Males","Number","223","units ","0","v1001849109","3.21.2","0","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Age unknown","Females","Number","223","units ","0","v1001849110","3.21.3","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Total, age","Total, sex","Number","223","units ","0","v66461932","4.1.1","118569","","","","0"
"2016/2017","Nova Scotia","2016A000212","Total, age","Males","Number","223","units ","0","v66461933","4.1.2","60588","","","","0"
"2016/2017","Nova Scotia","2016A000212","Total, age","Females","Number","223","units ","0","v66461934","4.1.3","57978","","","","0"
"2016/2017","Nova Scotia","2016A000212","4 years","Total, sex","Number","223","units ","0","v66461938","4.3.1","2484","","","","0"
"2016/2017","Nova Scotia","2016A000212","4 years","Males","Number","223","units ","0","v66461939","4.3.2","1197","","","","0"
"2016/2017","Nova Scotia","2016A000212","4 years","Females","Number","223","units ","0","v66461940","4.3.3","1287","","","","0"
"2016/2017","Nova Scotia","2016A000212","5 years","Total, sex","Number","223","units ","0","v66461941","4.4.1","8454","","","","0"
"2016/2017","Nova Scotia","2016A000212","5 years","Males","Number","223","units ","0","v66461942","4.4.2","4296","","","","0"
"2016/2017","Nova Scotia","2016A000212","5 years","Females","Number","223","units ","0","v66461943","4.4.3","4158","","","","0"
"2016/2017","Nova Scotia","2016A000212","6 years","Total, sex","Number","223","units ","0","v66461944","4.5.1","8631","","","","0"
"2016/2017","Nova Scotia","2016A000212","6 years","Males","Number","223","units ","0","v66461945","4.5.2","4485","","","","0"
"2016/2017","Nova Scotia","2016A000212","6 years","Females","Number","223","units ","0","v66461946","4.5.3","4149","","","","0"
"2016/2017","Nova Scotia","2016A000212","7 years","Total, sex","Number","223","units ","0","v66461947","4.6.1","8796","","","","0"
"2016/2017","Nova Scotia","2016A000212","7 years","Males","Number","223","units ","0","v66461948","4.6.2","4473","","","","0"
"2016/2017","Nova Scotia","2016A000212","7 years","Females","Number","223","units ","0","v66461949","4.6.3","4326","","","","0"
"2016/2017","Nova Scotia","2016A000212","8 years","Total, sex","Number","223","units ","0","v66461950","4.7.1","8988","","","","0"
"2016/2017","Nova Scotia","2016A000212","8 years","Males","Number","223","units ","0","v66461951","4.7.2","4614","","","","0"
"2016/2017","Nova Scotia","2016A000212","8 years","Females","Number","223","units ","0","v66461952","4.7.3","4377","","","","0"
"2016/2017","Nova Scotia","2016A000212","9 years","Total, sex","Number","223","units ","0","v66461953","4.8.1","8670","","","","0"
"2016/2017","Nova Scotia","2016A000212","9 years","Males","Number","223","units ","0","v66461954","4.8.2","4503","","","","0"
"2016/2017","Nova Scotia","2016A000212","9 years","Females","Number","223","units ","0","v66461955","4.8.3","4164","","","","0"
"2016/2017","Nova Scotia","2016A000212","10 years","Total, sex","Number","223","units ","0","v66461956","4.9.1","8352","","","","0"
"2016/2017","Nova Scotia","2016A000212","10 years","Males","Number","223","units ","0","v66461957","4.9.2","4314","","","","0"
"2016/2017","Nova Scotia","2016A000212","10 years","Females","Number","223","units ","0","v66461958","4.9.3","4038","","","","0"
"2016/2017","Nova Scotia","2016A000212","11 years","Total, sex","Number","223","units ","0","v66461959","4.10.1","8436","","","","0"
"2016/2017","Nova Scotia","2016A000212","11 years","Males","Number","223","units ","0","v66461960","4.10.2","4302","","","","0"
"2016/2017","Nova Scotia","2016A000212","11 years","Females","Number","223","units ","0","v66461961","4.10.3","4134","","","","0"
"2016/2017","Nova Scotia","2016A000212","12 years","Total, sex","Number","223","units ","0","v66461962","4.11.1","8529","","","","0"
"2016/2017","Nova Scotia","2016A000212","12 years","Males","Number","223","units ","0","v66461963","4.11.2","4251","","","","0"
"2016/2017","Nova Scotia","2016A000212","12 years","Females","Number","223","units ","0","v66461964","4.11.3","4278","","","","0"
"2016/2017","Nova Scotia","2016A000212","13 years","Total, sex","Number","223","units ","0","v66461965","4.12.1","8619","","","","0"
"2016/2017","Nova Scotia","2016A000212","13 years","Males","Number","223","units ","0","v66461966","4.12.2","4452","","","","0"
"2016/2017","Nova Scotia","2016A000212","13 years","Females","Number","223","units ","0","v66461967","4.12.3","4164","","","","0"
"2016/2017","Nova Scotia","2016A000212","14 years","Total, sex","Number","223","units ","0","v66461968","4.13.1","8712","","","","0"
"2016/2017","Nova Scotia","2016A000212","14 years","Males","Number","223","units ","0","v66461969","4.13.2","4398","","","","0"
"2016/2017","Nova Scotia","2016A000212","14 years","Females","Number","223","units ","0","v66461970","4.13.3","4311","","","","0"
"2016/2017","Nova Scotia","2016A000212","15 years","Total, sex","Number","223","units ","0","v66461971","4.14.1","9171","","","","0"
"2016/2017","Nova Scotia","2016A000212","15 years","Males","Number","223","units ","0","v66461972","4.14.2","4659","","","","0"
"2016/2017","Nova Scotia","2016A000212","15 years","Females","Number","223","units ","0","v66461973","4.14.3","4515","","","","0"
"2016/2017","Nova Scotia","2016A000212","16 years","Total, sex","Number","223","units ","0","v66461974","4.15.1","9516","","","","0"
"2016/2017","Nova Scotia","2016A000212","16 years","Males","Number","223","units ","0","v66461975","4.15.2","4785","","","","0"
"2016/2017","Nova Scotia","2016A000212","16 years","Females","Number","223","units ","0","v66461976","4.15.3","4734","","","","0"
"2016/2017","Nova Scotia","2016A000212","17 years","Total, sex","Number","223","units ","0","v66461977","4.16.1","9165","","","","0"
"2016/2017","Nova Scotia","2016A000212","17 years","Males","Number","223","units ","0","v66461978","4.16.2","4683","","","","0"
"2016/2017","Nova Scotia","2016A000212","17 years","Females","Number","223","units ","0","v66461979","4.16.3","4482","","","","0"
"2016/2017","Nova Scotia","2016A000212","18 years","Total, sex","Number","223","units ","0","v66461980","4.17.1","1398","","","","0"
"2016/2017","Nova Scotia","2016A000212","18 years","Males","Number","223","units ","0","v66461981","4.17.2","831","","","","0"
"2016/2017","Nova Scotia","2016A000212","18 years","Females","Number","223","units ","0","v66461982","4.17.3","570","","","","0"
"2016/2017","Nova Scotia","2016A000212","19 years","Total, sex","Number","223","units ","0","v66461983","4.18.1","348","","","","0"
"2016/2017","Nova Scotia","2016A000212","19 years","Males","Number","223","units ","0","v66461984","4.18.2","210","","","","0"
"2016/2017","Nova Scotia","2016A000212","19 years","Females","Number","223","units ","0","v66461985","4.18.3","138","","","","0"
"2016/2017","Nova Scotia","2016A000212","20 years","Total, sex","Number","223","units ","0","v66461986","4.19.1","135","","","","0"
"2016/2017","Nova Scotia","2016A000212","20 years","Males","Number","223","units ","0","v66461987","4.19.2","81","","","","0"
"2016/2017","Nova Scotia","2016A000212","20 years","Females","Number","223","units ","0","v66461988","4.19.3","54","","","","0"
"2016/2017","Nova Scotia","2016A000212","21 years and over","Total, sex","Number","223","units ","0","v66461989","4.20.1","156","","","","0"
"2016/2017","Nova Scotia","2016A000212","21 years and over","Males","Number","223","units ","0","v66461990","4.20.2","57","","","","0"
"2016/2017","Nova Scotia","2016A000212","21 years and over","Females","Number","223","units ","0","v66461991","4.20.3","99","","","","0"
"2016/2017","Nova Scotia","2016A000212","Age unknown","Total, sex","Number","223","units ","0","v1001849111","4.21.1","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Age unknown","Males","Number","223","units ","0","v1001849112","4.21.2","0","","","","0"
"2016/2017","Nova Scotia","2016A000212","Age unknown","Females","Number","223","units ","0","v1001849113","4.21.3","0","","","","0"
"2016/2017","New Brunswick","2016A000213","Total, age","Total, sex","Number","223","units ","0","v66461992","5.1.1","97842","","","","0"
"2016/2017","New Brunswick","2016A000213","Total, age","Males","Number","223","units ","0","v66461993","5.1.2","50007","","","","0"
"2016/2017","New Brunswick","2016A000213","Total, age","Females","Number","223","units ","0","v66461994","5.1.3","47835","","","","0"
"2016/2017","New Brunswick","2016A000213","4 years","Total, sex","Number","223","units ","0","v66461998","5.3.1","1554","","","","0"
"2016/2017","New Brunswick","2016A000213","4 years","Males","Number","223","units ","0","v66461999","5.3.2","792","","","","0"
"2016/2017","New Brunswick","2016A000213","4 years","Females","Number","223","units ","0","v66462000","5.3.3","762","","","","0"
"2016/2017","New Brunswick","2016A000213","5 years","Total, sex","Number","223","units ","0","v66462001","5.4.1","6975","","","","0"
"2016/2017","New Brunswick","2016A000213","5 years","Males","Number","223","units ","0","v66462002","5.4.2","3549","","","","0"
"2016/2017","New Brunswick","2016A000213","5 years","Females","Number","223","units ","0","v66462003","5.4.3","3426","","","","0"
"2016/2017","New Brunswick","2016A000213","6 years","Total, sex","Number","223","units ","0","v66462004","5.5.1","7287","","","","0"
"2016/2017","New Brunswick","2016A000213","6 years","Males","Number","223","units ","0","v66462005","5.5.2","3600","","","","0"
"2016/2017","New Brunswick","2016A000213","6 years","Females","Number","223","units ","0","v66462006","5.5.3","3687","","","","0"
"2016/2017","New Brunswick","2016A000213","7 years","Total, sex","Number","223","units ","0","v66462007","5.6.1","7374","","","","0"
"2016/2017","New Brunswick","2016A000213","7 years","Males","Number","223","units ","0","v66462008","5.6.2","3735","","","","0"
"2016/2017","New Brunswick","2016A000213","7 years","Females","Number","223","units ","0","v66462009","5.6.3","3642","","","","0"
"2016/2017","New Brunswick","2016A000213","8 years","Total, sex","Number","223","units ","0","v66462010","5.7.1","7506","","","","0"
"2016/2017","New Brunswick","2016A000213","8 years","Males","Number","223","units ","0","v66462011","5.7.2","3921","","","","0"
"2016/2017","New Brunswick","2016A000213","8 years","Females","Number","223","units ","0","v66462012","5.7.3","3585","","","","0"
"2016/2017","New Brunswick","2016A000213","9 years","Total, sex","Number","223","units ","0","v66462013","5.8.1","7242","","","","0"
"2016/2017","New Brunswick","2016A000213","9 years","Males","Number","223","units ","0","v66462014","5.8.2","3684","","","","0"
"2016/2017","New Brunswick","2016A000213","9 years","Females","Number","223","units ","0","v66462015","5.8.3","3558","","","","0"
"2016/2017","New Brunswick","2016A000213","10 years","Total, sex","Number","223","units ","0","v66462016","5.9.1","7188","","","","0"
"2016/2017","New Brunswick","2016A000213","10 years","Males","Number","223","units ","0","v66462017","5.9.2","3714","","","","0"
"2016/2017","New Brunswick","2016A000213","10 years","Females","Number","223","units ","0","v66462018","5.9.3","3474","","","","0"
"2016/2017","New Brunswick","2016A000213","11 years","Total, sex","Number","223","units ","0","v66462019","5.10.1","7092","","","","0"
"2016/2017","New Brunswick","2016A000213","11 years","Males","Number","223","units ","0","v66462020","5.10.2","3579","","","","0"
"2016/2017","New Brunswick","2016A000213","11 years","Females","Number","223","units ","0","v66462021","5.10.3","3513","","","","0"
"2016/2017","New Brunswick","2016A000213","12 years","Total, sex","Number","223","units ","0","v66462022","5.11.1","7236","","","","0"
"2016/2017","New Brunswick","2016A000213","12 years","Males","Number","223","units ","0","v66462023","5.11.2","3726","","","","0"
"2016/2017","New Brunswick","2016A000213","12 years","Females","Number","223","units ","0","v66462024","5.11.3","3513","","","","0"
"2016/2017","New Brunswick","2016A000213","13 years","Total, sex","Number","223","units ","0","v66462025","5.12.1","7314","","","","0"
"2016/2017","New Brunswick","2016A000213","13 years","Males","Number","223","units ","0","v66462026","5.12.2","3675","","","","0"
"2016/2017","New Brunswick","2016A000213","13 years","Females","Number","223","units ","0","v66462027","5.12.3","3642","","","","0"
"2016/2017","New Brunswick","2016A000213","14 years","Total, sex","Number","223","units ","0","v66462028","5.13.1","7368","","","","0"
"2016/2017","New Brunswick","2016A000213","14 years","Males","Number","223","units ","0","v66462029","5.13.2","3720","","","","0"
"2016/2017","New Brunswick","2016A000213","14 years","Females","Number","223","units ","0","v66462030","5.13.3","3651","","","","0"
"2016/2017","New Brunswick","2016A000213","15 years","Total, sex","Number","223","units ","0","v66462031","5.14.1","7479","","","","0"
"2016/2017","New Brunswick","2016A000213","15 years","Males","Number","223","units ","0","v66462032","5.14.2","3807","","","","0"
"2016/2017","New Brunswick","2016A000213","15 years","Females","Number","223","units ","0","v66462033","5.14.3","3672","","","","0"
"2016/2017","New Brunswick","2016A000213","16 years","Total, sex","Number","223","units ","0","v66462034","5.15.1","7986","","","","0"
"2016/2017","New Brunswick","2016A000213","16 years","Males","Number","223","units ","0","v66462035","5.15.2","4050","","","","0"
"2016/2017","New Brunswick","2016A000213","16 years","Females","Number","223","units ","0","v66462036","5.15.3","3936","","","","0"
"2016/2017","New Brunswick","2016A000213","17 years","Total, sex","Number","223","units ","0","v66462037","5.16.1","6480","","","","0"
"2016/2017","New Brunswick","2016A000213","17 years","Males","Number","223","units ","0","v66462038","5.16.2","3390","","","","0"
"2016/2017","New Brunswick","2016A000213","17 years","Females","Number","223","units ","0","v66462039","5.16.3","3090","","","","0"
"2016/2017","New Brunswick","2016A000213","18 years","Total, sex","Number","223","units ","0","v66462040","5.17.1","1290","","","","0"
"2016/2017","New Brunswick","2016A000213","18 years","Males","Number","223","units ","0","v66462041","5.17.2","804","","","","0"
"2016/2017","New Brunswick","2016A000213","18 years","Females","Number","223","units ","0","v66462042","5.17.3","483","","","","0"
"2016/2017","New Brunswick","2016A000213","19 years","Total, sex","Number","223","units ","0","v66462043","5.18.1","330","","","","0"
"2016/2017","New Brunswick","2016A000213","19 years","Males","Number","223","units ","0","v66462044","5.18.2","189","","","","0"
"2016/2017","New Brunswick","2016A000213","19 years","Females","Number","223","units ","0","v66462045","5.18.3","141","","","","0"
"2016/2017","New Brunswick","2016A000213","20 years","Total, sex","Number","223","units ","0","v66462046","5.19.1","99","","","","0"
"2016/2017","New Brunswick","2016A000213","20 years","Males","Number","223","units ","0","v66462047","5.19.2","60","","","","0"
"2016/2017","New Brunswick","2016A000213","20 years","Females","Number","223","units ","0","v66462048","5.19.3","42","","","","0"
"2016/2017","New Brunswick","2016A000213","21 years and over","Total, sex","Number","223","units ","0","v66462049","5.20.1","36","","","","0"
"2016/2017","New Brunswick","2016A000213","21 years and over","Males","Number","223","units ","0","v66462050","5.20.2","15","","","","0"
"2016/2017","New Brunswick","2016A000213","21 years and over","Females","Number","223","units ","0","v66462051","5.20.3","21","","","","0"
"2016/2017","New Brunswick","2016A000213","Age unknown","Total, sex","Number","223","units ","0","v1001849114","5.21.1","0","","","","0"
"2016/2017","New Brunswick","2016A000213","Age unknown","Males","Number","223","units ","0","v1001849115","5.21.2","0","","","","0"
"2016/2017","New Brunswick","2016A000213","Age unknown","Females","Number","223","units ","0","v1001849116","5.21.3","0","","","","0"
"2016/2017","Quebec","2016A000224","Total, age","Total, sex","Number","223","units ","0","v66462052","6.1.1","907602","","","","0"
"2016/2017","Quebec","2016A000224","Total, age","Males","Number","223","units ","0","v66462053","6.1.2","467694","","","","0"
"2016/2017","Quebec","2016A000224","Total, age","Females","Number","223","units ","0","v66462054","6.1.3","439911","","","","0"
"2016/2017","Quebec","2016A000224","Less than 4 years","Total, sex","Number","223","units ","0","v109758655","6.2.1","0","","","","0"
"2016/2017","Quebec","2016A000224","Less than 4 years","Males","Number","223","units ","0","v109758656","6.2.2","0","","","","0"
"2016/2017","Quebec","2016A000224","Less than 4 years","Females","Number","223","units ","0","v109758657","6.2.3","0","","","","0"
"2016/2017","Quebec","2016A000224","4 years","Total, sex","Number","223","units ","0","v66462058","6.3.1","18636","","","","0"
"2016/2017","Quebec","2016A000224","4 years","Males","Number","223","units ","0","v66462059","6.3.2","9615","","","","0"
"2016/2017","Quebec","2016A000224","4 years","Females","Number","223","units ","0","v66462060","6.3.3","9021","","","","0"
"2016/2017","Quebec","2016A000224","5 years","Total, sex","Number","223","units ","0","v66462061","6.4.1","83280","","","","0"
"2016/2017","Quebec","2016A000224","5 years","Males","Number","223","units ","0","v66462062","6.4.2","42753","","","","0"
"2016/2017","Quebec","2016A000224","5 years","Females","Number","223","units ","0","v66462063","6.4.3","40527","","","","0"
"2016/2017","Quebec","2016A000224","6 years","Total, sex","Number","223","units ","0","v66462064","6.5.1","84234","","","","0"
"2016/2017","Quebec","2016A000224","6 years","Males","Number","223","units ","0","v66462065","6.5.2","43065","","","","0"
"2016/2017","Quebec","2016A000224","6 years","Females","Number","223","units ","0","v66462066","6.5.3","41166","","","","0"
"2016/2017","Quebec","2016A000224","7 years","Total, sex","Number","223","units ","0","v66462067","6.6.1","85302","","","","0"
"2016/2017","Quebec","2016A000224","7 years","Males","Number","223","units ","0","v66462068","6.6.2","43875","","","","0"
"2016/2017","Quebec","2016A000224","7 years","Females","Number","223","units ","0","v66462069","6.6.3","41424","","","","0"
"2016/2017","Quebec","2016A000224","8 years","Total, sex","Number","223","units ","0","v66462070","6.7.1","84003","","","","0"
"2016/2017","Quebec","2016A000224","8 years","Males","Number","223","units ","0","v66462071","6.7.2","42975","","","","0"
"2016/2017","Quebec","2016A000224","8 years","Females","Number","223","units ","0","v66462072","6.7.3","41028","","","","0"
"2016/2017","Quebec","2016A000224","9 years","Total, sex","Number","223","units ","0","v66462073","6.8.1","81132","","","","0"
"2016/2017","Quebec","2016A000224","9 years","Males","Number","223","units ","0","v66462074","6.8.2","41670","","","","0"
"2016/2017","Quebec","2016A000224","9 years","Females","Number","223","units ","0","v66462075","6.8.3","39465","","","","0"
"2016/2017","Quebec","2016A000224","10 years","Total, sex","Number","223","units ","0","v66462076","6.9.1","77151","","","","0"
"2016/2017","Quebec","2016A000224","10 years","Males","Number","223","units ","0","v66462077","6.9.2","39414","","","","0"
"2016/2017","Quebec","2016A000224","10 years","Females","Number","223","units ","0","v66462078","6.9.3","37740","","","","0"
"2016/2017","Quebec","2016A000224","11 years","Total, sex","Number","223","units ","0","v66462079","6.10.1","73242","","","","0"
"2016/2017","Quebec","2016A000224","11 years","Males","Number","223","units ","0","v66462080","6.10.2","37566","","","","0"
"2016/2017","Quebec","2016A000224","11 years","Females","Number","223","units ","0","v66462081","6.10.3","35676","","","","0"
"2016/2017","Quebec","2016A000224","12 years","Total, sex","Number","223","units ","0","v66462082","6.11.1","61317","","","","0"
"2016/2017","Quebec","2016A000224","12 years","Males","Number","223","units ","0","v66462083","6.11.2","31524","","","","0"
"2016/2017","Quebec","2016A000224","12 years","Females","Number","223","units ","0","v66462084","6.11.3","29793","","","","0"
"2016/2017","Quebec","2016A000224","13 years","Total, sex","Number","223","units ","0","v66462085","6.12.1","60942","","","","0"
"2016/2017","Quebec","2016A000224","13 years","Males","Number","223","units ","0","v66462086","6.12.2","31311","","","","0"
"2016/2017","Quebec","2016A000224","13 years","Females","Number","223","units ","0","v66462087","6.12.3","29631","","","","0"
"2016/2017","Quebec","2016A000224","14 years","Total, sex","Number","223","units ","0","v66462088","6.13.1","60696","","","","0"
"2016/2017","Quebec","2016A000224","14 years","Males","Number","223","units ","0","v66462089","6.13.2","31449","","","","0"
"2016/2017","Quebec","2016A000224","14 years","Females","Number","223","units ","0","v66462090","6.13.3","29250","","","","0"
"2016/2017","Quebec","2016A000224","15 years","Total, sex","Number","223","units ","0","v66462091","6.14.1","61047","","","","0"
"2016/2017","Quebec","2016A000224","15 years","Males","Number","223","units ","0","v66462092","6.14.2","31542","","","","0"
"2016/2017","Quebec","2016A000224","15 years","Females","Number","223","units ","0","v66462093","6.14.3","29508","","","","0"
"2016/2017","Quebec","2016A000224","16 years","Total, sex","Number","223","units ","0","v66462094","6.15.1","56991","","","","0"
"2016/2017","Quebec","2016A000224","16 years","Males","Number","223","units ","0","v66462095","6.15.2","29106","","","","0"
"2016/2017","Quebec","2016A000224","16 years","Females","Number","223","units ","0","v66462096","6.15.3","27885","","","","0"
"2016/2017","Quebec","2016A000224","17 years","Total, sex","Number","223","units ","0","v66462097","6.16.1","14442","","","","0"
"2016/2017","Quebec","2016A000224","17 years","Males","Number","223","units ","0","v66462098","6.16.2","8595","","","","0"
"2016/2017","Quebec","2016A000224","17 years","Females","Number","223","units ","0","v66462099","6.16.3","5847","","","","0"
"2016/2017","Quebec","2016A000224","18 years","Total, sex","Number","223","units ","0","v66462100","6.17.1","3336","","","","0"
"2016/2017","Quebec","2016A000224","18 years","Males","Number","223","units ","0","v66462101","6.17.2","2082","","","","0"
"2016/2017","Quebec","2016A000224","18 years","Females","Number","223","units ","0","v66462102","6.17.3","1251","","","","0"
"2016/2017","Quebec","2016A000224","19 years","Total, sex","Number","223","units ","0","v66462103","6.18.1","1023","","","","0"
"2016/2017","Quebec","2016A000224","19 years","Males","Number","223","units ","0","v66462104","6.18.2","615","","","","0"
"2016/2017","Quebec","2016A000224","19 years","Females","Number","223","units ","0","v66462105","6.18.3","408","","","","0"
"2016/2017","Quebec","2016A000224","20 years","Total, sex","Number","223","units ","0","v66462106","6.19.1","675","","","","0"
"2016/2017","Quebec","2016A000224","20 years","Males","Number","223","units ","0","v66462107","6.19.2","441","","","","0"
"2016/2017","Quebec","2016A000224","20 years","Females","Number","223","units ","0","v66462108","6.19.3","234","","","","0"
"2016/2017","Quebec","2016A000224","21 years and over","Total, sex","Number","223","units ","0","v66462109","6.20.1","153","","","","0"
"2016/2017","Quebec","2016A000224","21 years and over","Males","Number","223","units ","0","v66462110","6.20.2","93","","","","0"
"2016/2017","Quebec","2016A000224","21 years and over","Females","Number","223","units ","0","v66462111","6.20.3","60","","","","0"
"2016/2017","Quebec","2016A000224","Age unknown","Total, sex","Number","223","units ","0","v1001849117","6.21.1","0","","","","0"
"2016/2017","Quebec","2016A000224","Age unknown","Males","Number","223","units ","0","v1001849118","6.21.2","0","","","","0"
"2016/2017","Quebec","2016A000224","Age unknown","Females","Number","223","units ","0","v1001849119","6.21.3","0","","","","0"
"2016/2017","Ontario","2016A000235","Total, age","Total, sex","Number","223","units ","0","v66462112","7.1.1","2006700","","","","0"
"2016/2017","Ontario","2016A000235","Total, age","Males","Number","223","units ","0","v66462113","7.1.2","1031664","","","","0"
"2016/2017","Ontario","2016A000235","Total, age","Females","Number","223","units ","0","v66462114","7.1.3","975036","","","","0"
